"No.","Time","Source","Destination","Protocol","Length","Info"
"1853","63.302248","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=434177 Ack=1 Win=2048 Len=1024"
"1855","63.303393","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=435201 Ack=1 Win=2048 Len=1024"
"1856","63.304458","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=436225 Ack=1 Win=2048 Len=1024"
"1858","63.305612","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=437249 Ack=1 Win=2048 Len=1024"
"1859","63.306672","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=438273 Ack=1 Win=2048 Len=1024"
"1861","63.307802","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=439297 Ack=1 Win=2048 Len=1024"
"1862","63.308862","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=440321 Ack=1 Win=2048 Len=1024"
"1864","63.310010","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=441345 Ack=1 Win=2048 Len=1024"
"1865","63.311073","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=442369 Ack=1 Win=2048 Len=1024"
"1867","63.312212","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=443393 Ack=1 Win=2048 Len=1024"
"1868","63.313278","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=444417 Ack=1 Win=2048 Len=1024"
"1870","63.314418","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=445441 Ack=1 Win=2048 Len=1024"
"1871","63.315521","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=446465 Ack=1 Win=2048 Len=1024"
"1873","63.316626","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=447489 Ack=1 Win=2048 Len=1024"
"1874","63.317673","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=448513 Ack=1 Win=2048 Len=1024"
"1876","63.318822","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=449537 Ack=1 Win=2048 Len=1024"
"1877","63.319897","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=450561 Ack=1 Win=2048 Len=1024"
"1879","63.321030","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=451585 Ack=1 Win=2048 Len=1024"
"1880","63.322073","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=452609 Ack=1 Win=2048 Len=1024"
"1882","63.323249","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=453633 Ack=1 Win=2048 Len=1024"
"1883","63.324298","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=454657 Ack=1 Win=2048 Len=1024"
"1885","63.325484","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=455681 Ack=1 Win=2048 Len=1024"
"1886","63.326507","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=456705 Ack=1 Win=2048 Len=1024"
"1888","63.327625","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=457729 Ack=1 Win=2048 Len=1024"
"1992","68.374356","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=460801 Ack=1 Win=2048 Len=1024"
"1994","68.375560","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=461825 Ack=1 Win=2048 Len=1024"
"1995","68.376600","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=462849 Ack=1 Win=2048 Len=1024"
"1997","68.377738","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=463873 Ack=1 Win=2048 Len=1024"
"1998","68.378799","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=464897 Ack=1 Win=2048 Len=1024"
"2000","68.379953","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=465921 Ack=1 Win=2048 Len=1024"
"2001","68.381008","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=466945 Ack=1 Win=2048 Len=1024"
"2003","68.382142","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=467969 Ack=1 Win=2048 Len=1024"
"2004","68.383184","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=468993 Ack=1 Win=2048 Len=1024"
"2006","68.384330","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=470017 Ack=1 Win=2048 Len=1024"
"2007","68.385379","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=471041 Ack=1 Win=2048 Len=1024"
"2009","68.386558","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=472065 Ack=1 Win=2048 Len=1024"
"2010","68.387601","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=473089 Ack=1 Win=2048 Len=1024"
"2012","68.388759","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=474113 Ack=1 Win=2048 Len=1024"
"2013","68.389808","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=475137 Ack=1 Win=2048 Len=1024"
"2015","68.390956","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=476161 Ack=1 Win=2048 Len=1024"
"2016","68.392011","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=477185 Ack=1 Win=2048 Len=1024"
"2018","68.393151","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=478209 Ack=1 Win=2048 Len=1024"
"2019","68.394177","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=479233 Ack=1 Win=2048 Len=1024"
"2021","68.395326","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=480257 Ack=1 Win=2048 Len=1024"
"2022","68.396394","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=481281 Ack=1 Win=2048 Len=1024"
"2024","68.397524","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=482305 Ack=1 Win=2048 Len=1024"
"2025","68.398585","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=483329 Ack=1 Win=2048 Len=1024"
"2027","68.399747","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=484353 Ack=1 Win=2048 Len=1024"
"2028","68.400808","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=485377 Ack=1 Win=2048 Len=1024"
"2030","68.401948","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=486401 Ack=1 Win=2048 Len=1024"
"2031","68.403010","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=487425 Ack=1 Win=2048 Len=1024"
"2033","68.404176","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=488449 Ack=1 Win=2048 Len=1024"
"2034","68.405210","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=489473 Ack=1 Win=2048 Len=1024"
"2036","68.406354","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=490497 Ack=1 Win=2048 Len=1024"
"2037","68.407398","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=491521 Ack=1 Win=2048 Len=1024"
"2039","68.408564","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=492545 Ack=1 Win=2048 Len=1024"
"2040","68.409614","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=493569 Ack=1 Win=2048 Len=1024"
"2042","68.410770","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=494593 Ack=1 Win=2048 Len=1024"
"2043","68.411884","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=495617 Ack=1 Win=2048 Len=1024"
"2045","68.413105","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=496641 Ack=1 Win=2048 Len=1024"
"2046","68.414174","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=497665 Ack=1 Win=2048 Len=1024"
"2048","68.415335","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=498689 Ack=1 Win=2048 Len=1024"
"2049","68.416383","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=499713 Ack=1 Win=2048 Len=1024"
"2051","68.417519","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=500737 Ack=1 Win=2048 Len=1024"
"2052","68.418589","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=501761 Ack=1 Win=2048 Len=1024"
"2054","68.419723","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=502785 Ack=1 Win=2048 Len=1024"
"2055","68.420792","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=503809 Ack=1 Win=2048 Len=1024"
"2057","68.421934","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=504833 Ack=1 Win=2048 Len=1024"
"2058","68.422972","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=505857 Ack=1 Win=2048 Len=1024"
"2060","68.424125","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=506881 Ack=1 Win=2048 Len=1024"
"2061","68.425170","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=507905 Ack=1 Win=2048 Len=1024"
"2063","68.426331","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=508929 Ack=1 Win=2048 Len=1024"
"2064","68.427384","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=509953 Ack=1 Win=2048 Len=1024"
"2066","68.428514","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=510977 Ack=1 Win=2048 Len=1024"
"2067","68.429643","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=512001 Ack=1 Win=2048 Len=1024"
"2069","68.430805","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=513025 Ack=1 Win=2048 Len=1024"
"2070","68.431859","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=514049 Ack=1 Win=2048 Len=1024"
"2072","68.433009","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=515073 Ack=1 Win=2048 Len=1024"
"2073","68.434062","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=516097 Ack=1 Win=2048 Len=1024"
"2075","68.435211","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=517121 Ack=1 Win=2048 Len=1024"
"2076","68.436278","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=518145 Ack=1 Win=2048 Len=1024"
"2078","68.437397","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=519169 Ack=1 Win=2048 Len=1024"
"2079","68.438448","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=520193 Ack=1 Win=2048 Len=1024"
"2081","68.439614","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=521217 Ack=1 Win=2048 Len=1024"
"2082","68.440656","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=522241 Ack=1 Win=2048 Len=1024"
"2084","68.441800","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=523265 Ack=1 Win=2048 Len=1024"
"2186","73.505084","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=526337 Ack=1 Win=2048 Len=1024"
"2187","73.506060","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=527361 Ack=1 Win=2048 Len=1024"
"2189","73.507351","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=528385 Ack=1 Win=2048 Len=1024"
"2190","73.508403","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=529409 Ack=1 Win=2048 Len=1024"
"2192","73.509609","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=530433 Ack=1 Win=2048 Len=1024"
"2193","73.510696","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=531457 Ack=1 Win=2048 Len=1024"
"2195","73.511923","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=532481 Ack=1 Win=2048 Len=1024"
"2196","73.512930","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=533505 Ack=1 Win=2048 Len=1024"
"2198","73.514069","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=534529 Ack=1 Win=2048 Len=1024"
"2199","73.515116","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=535553 Ack=1 Win=2048 Len=1024"
"2201","73.516261","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=536577 Ack=1 Win=2048 Len=1024"
"2202","73.517310","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=537601 Ack=1 Win=2048 Len=1024"
"2204","73.518469","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=538625 Ack=1 Win=2048 Len=1024"
"2205","73.519503","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=539649 Ack=1 Win=2048 Len=1024"
"2207","73.520661","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=540673 Ack=1 Win=2048 Len=1024"
"2208","73.521715","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=541697 Ack=1 Win=2048 Len=1024"
"2210","73.522865","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=542721 Ack=1 Win=2048 Len=1024"
"2211","73.523930","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=543745 Ack=1 Win=2048 Len=1024"
"2213","73.525067","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=544769 Ack=1 Win=2048 Len=1024"
"2214","73.526093","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=545793 Ack=1 Win=2048 Len=1024"
"2216","73.527287","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=546817 Ack=1 Win=2048 Len=1024"
"2217","73.528326","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=547841 Ack=1 Win=2048 Len=1024"
"2219","73.529452","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=548865 Ack=1 Win=2048 Len=1024"
"2220","73.530524","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=549889 Ack=1 Win=2048 Len=1024"
"2222","73.531668","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=550913 Ack=1 Win=2048 Len=1024"
"2223","73.532777","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=551937 Ack=1 Win=2048 Len=1024"
"2225","73.533940","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=552961 Ack=1 Win=2048 Len=1024"
"2226","73.535092","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=553985 Ack=1 Win=2048 Len=1024"
"2228","73.536265","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=555009 Ack=1 Win=2048 Len=1024"
"2229","73.537301","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=556033 Ack=1 Win=2048 Len=1024"
"2231","73.538457","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=557057 Ack=1 Win=2048 Len=1024"
"2232","73.539508","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=558081 Ack=1 Win=2048 Len=1024"
"2234","73.540648","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=559105 Ack=1 Win=2048 Len=1024"
"2235","73.541687","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=560129 Ack=1 Win=2048 Len=1024"
"2237","73.542844","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=561153 Ack=1 Win=2048 Len=1024"
"2238","73.543892","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=562177 Ack=1 Win=2048 Len=1024"
"2240","73.545052","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=563201 Ack=1 Win=2048 Len=1024"
"2241","73.546089","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=564225 Ack=1 Win=2048 Len=1024"
"2243","73.547253","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=565249 Ack=1 Win=2048 Len=1024"
"2244","73.548300","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=566273 Ack=1 Win=2048 Len=1024"
"2246","73.549441","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=567297 Ack=1 Win=2048 Len=1024"
"2247","73.550494","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=568321 Ack=1 Win=2048 Len=1024"
"2249","73.551661","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=569345 Ack=1 Win=2048 Len=1024"
"2250","73.552717","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=570369 Ack=1 Win=2048 Len=1024"
"2252","73.553841","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=571393 Ack=1 Win=2048 Len=1024"
"2253","73.554920","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=572417 Ack=1 Win=2048 Len=1024"
"2255","73.556043","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=573441 Ack=1 Win=2048 Len=1024"
"2256","73.557116","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=574465 Ack=1 Win=2048 Len=1024"
"2258","73.558247","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=575489 Ack=1 Win=2048 Len=1024"
"2259","73.559309","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=576513 Ack=1 Win=2048 Len=1024"
"2261","73.560454","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=577537 Ack=1 Win=2048 Len=1024"
"2262","73.561512","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=578561 Ack=1 Win=2048 Len=1024"
"2264","73.562666","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=579585 Ack=1 Win=2048 Len=1024"
"2265","73.563707","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=580609 Ack=1 Win=2048 Len=1024"
"2267","73.564858","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=581633 Ack=1 Win=2048 Len=1024"
"2268","73.565909","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=582657 Ack=1 Win=2048 Len=1024"
"2270","73.567100","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=583681 Ack=1 Win=2048 Len=1024"
"2271","73.568134","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=584705 Ack=1 Win=2048 Len=1024"
"2273","73.569290","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=585729 Ack=1 Win=2048 Len=1024"
"2274","73.570341","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=586753 Ack=1 Win=2048 Len=1024"
"2276","73.571472","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=587777 Ack=1 Win=2048 Len=1024"
"2277","73.572524","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=588801 Ack=1 Win=2048 Len=1024"
"2279","73.573672","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=589825 Ack=1 Win=2048 Len=1024"
"2380","78.603106","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=592897 Ack=1 Win=2048 Len=1024"
"2381","78.604148","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=593921 Ack=1 Win=2048 Len=1024"
"2383","78.605420","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=594945 Ack=1 Win=2048 Len=1024"
"2384","78.606436","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=595969 Ack=1 Win=2048 Len=1024"
"2386","78.607687","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=596993 Ack=1 Win=2048 Len=1024"
"2387","78.608742","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=598017 Ack=1 Win=2048 Len=1024"
"2389","78.609962","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=599041 Ack=1 Win=2048 Len=1024"
"2390","78.611025","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=600065 Ack=1 Win=2048 Len=1024"
"2392","78.612252","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=601089 Ack=1 Win=2048 Len=1024"
"2393","78.613253","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=602113 Ack=1 Win=2048 Len=1024"
"2395","78.614394","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=603137 Ack=1 Win=2048 Len=1024"
"2396","78.615500","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=604161 Ack=1 Win=2048 Len=1024"
"2398","78.616623","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=605185 Ack=1 Win=2048 Len=1024"
"2399","78.617684","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=606209 Ack=1 Win=2048 Len=1024"
"2401","78.618806","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=607233 Ack=1 Win=2048 Len=1024"
"2402","78.619842","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=608257 Ack=1 Win=2048 Len=1024"
"2404","78.621003","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=609281 Ack=1 Win=2048 Len=1024"
"2405","78.622088","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=610305 Ack=1 Win=2048 Len=1024"
"2407","78.623232","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=611329 Ack=1 Win=2048 Len=1024"
"2408","78.624275","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=612353 Ack=1 Win=2048 Len=1024"
"2410","78.625451","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=613377 Ack=1 Win=2048 Len=1024"
"2411","78.626473","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=614401 Ack=1 Win=2048 Len=1024"
"2413","78.627596","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=615425 Ack=1 Win=2048 Len=1024"
"2414","78.628651","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=616449 Ack=1 Win=2048 Len=1024"
"2416","78.629794","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=617473 Ack=1 Win=2048 Len=1024"
"2417","78.630848","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=618497 Ack=1 Win=2048 Len=1024"
"2419","78.631988","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=619521 Ack=1 Win=2048 Len=1024"
"2420","78.633056","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=620545 Ack=1 Win=2048 Len=1024"
"2422","78.634189","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=621569 Ack=1 Win=2048 Len=1024"
"2423","78.635262","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=622593 Ack=1 Win=2048 Len=1024"
"2425","78.636434","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=623617 Ack=1 Win=2048 Len=1024"
"2426","78.637480","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=624641 Ack=1 Win=2048 Len=1024"
"2428","78.638623","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=625665 Ack=1 Win=2048 Len=1024"
"2429","78.639686","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=626689 Ack=1 Win=2048 Len=1024"
"2431","78.640813","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=627713 Ack=1 Win=2048 Len=1024"
"2432","78.641842","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=628737 Ack=1 Win=2048 Len=1024"
"2434","78.643040","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=629761 Ack=1 Win=2048 Len=1024"
